id,name,rank,status,parent_tsn
644705,Ahliesaurus brevis,Species,valid,644676
637630,Microdesmus suttkusi,Species,valid,172163
172353,Scombroidei,Suborder,valid,167640
167830,Paralabrax,Genus,valid,643089
82485,Histioteuthis,Genus,valid,82484
635894,Ariosoma gilberti,Species,valid,161343
171554,Stichaeidae,Family,valid,165214
166083,Beryciformes,Order,valid,166082
166995,Prionotus stephanophrys,Species,valid,166973
166110,Poromitra megalops,Species,valid,166107
553133,Osmeriformes,Order,valid,161928
169237,Sciaenidae,Family,valid,167641
162194,Vinciguerria nimbaria,Species,valid,162192
95537,Nematobrachion boopis,Species,valid,95535
95500,Euphausiidae,Family,valid,95496
82368,Myopsina,Suborder,valid,82367
616278,Bothus leopardinus,Species,valid,172758
553189,Notosudidae,Family,valid,553149
169538,Chaetodipterus,Genus,valid,553178
172367,Nealotus,Genus,valid,172354
615910,Radiicephalus elongatus,Species,valid,615907
82681,Argonauta,Genus,valid,82680
162028,Osmeridae,Family,valid,623275
171662,Icosteus,Genus,valid,171661
613036,Xyrichtys,Genus,valid,170477
553188,Platytroctidae,Family,valid,623274
161454,Myrophis vafer,Species,valid,161451
161112,Elops affinis,Species,valid,161110
172288,Naso,Genus,valid,172250
162081,Bathylagus,Genus,valid,162080
555714,Chtenopterygidae,Family,valid,82390
623311,Dolicholagus,Genus,valid,162080
642065,Apogon atricaudus,Species,valid,168197
162721,Myctophum asperum,Species,valid,162719
82432,Octopoteuthis,Genus,valid,82431
164596,Zalieutes,Genus,valid,164573
166343,Trachipterus fukuzakii,Species,valid,166340
172407,Sarda,Genus,valid,638250
167111,Hexagrammos lagocephalus,Species,valid,167109
170085,Chromis punctipinnis,Species,valid,170079
172161,Microdesmidae,Family,valid,171745
170128,Plectroglyphidodon,Genus,valid,170044
166734,Sebastes pinniger,Species,valid,166705
164789,Merlucciidae,Family,valid,164665
633906,Pellisolus eubranchus,Species,invalid,0
644590,Sebastes moseri,Species,valid,166705
162059,Nansenia candida,Species,valid,162058
718928,Siphonophorae,Order,valid,718924
166326,Lampris guttatus,Species,valid,1160306
166323,Lampridae,Family,valid,638685
168539,Caulolatilus,Genus,valid,645319
162228,Sternoptyx pseudobscura,Species,valid,162226
162061,Argentina,Genus,valid,162057
166013,Leuresthes,Genus,valid,630582
166861,Scorpaenodes,Genus,valid,166704
643089,Serraninae,Subfamily,valid,167674
95576,Thysanoessa longipes,Species,valid,95571
162203,Valenciennellus tripunctulatus,Species,valid,162202
82668,Tremoctopus violaceus,Species,valid,82667
162183,Gonostoma atlanticum,Species,valid,162182
164823,Lepophidium,Genus,valid,622724
622493,Sigmops elongatum,Species,invalid,0
555741,Taoniinae,Subfamily,valid,82575
166707,Sebastes alutus,Species,valid,166705
556284,Sthenoteuthis oualaniensis,Species,valid,555797
168677,Selar crumenophthalmus,Species,valid,168676
553178,Ephippidae,Family,valid,172249
616607,Symphurus atricaudus,Species,valid,173061
166713,Sebastes caurinus,Species,valid,166705
95562,Stylocheiron affine,Species,valid,95556
171953,Ptereleotris,Genus,valid,636573
718920,Medusozoa,Subphylum,valid,48738
555707,Octobrachia,Superorder,valid,82330
162213,Argyropelecus,Genus,valid,622315
553149,Chlorophthalmoidei,Suborder,valid,553127
172764,Bothus pantherinus,Species,valid,172758
171746,Gobiidae,Family,valid,171745
162097,Bathylagus stilbius,Species,invalid,0
172454,Auxis,Genus,valid,638252
162772,Neoscopelidae,Family,valid,162368
161742,Etrumeus,Genus,valid,551159
168278,Apogon retrosella,Species,valid,168197
171408,Labrisomus,Genus,valid,553227
161645,Saccopharynx,Genus,valid,161644
553227,Labrisomidae,Family,valid,171123
173282,Tetraodontoidei,Suborder,valid,173112
616291,Citharichthys gordae,Species,valid,172715
171479,Neoclinus stephensae,Species,valid,171477
166011,Atherinopsis,Genus,valid,630582
171670,Ammodytidae,Family,valid,170913
162653,Notoscopelus,Genus,valid,623695
553132,Mugiliformes,Order,valid,166082
164817,Brotula,Genus,valid,622722
171891,Ilypnus,Genus,valid,171746
660853,Thysanopoda monacantha,Species,valid,95582
161160,Muraenidae,Family,valid,553142
162666,Symbolophorus,Genus,valid,623694
82566,Cycloteuthis,Genus,valid,82565
553219,Nematistiidae,Family,valid,167641
166415,Fistularia,Genus,valid,166414
172378,Trichiuridae,Family,valid,172353
623649,Holtbyrnia latifrons,Species,valid,182858
168188,Pristigenys,Genus,valid,168176
171432,Paraclinus integripinnis,Species,valid,171427
635307,Ophichthinae,Subfamily,valid,161419
162537,Coccorella atlantica,Species,valid,162536
647768,Sparisomatinae,Subfamily,valid,170809
165117,Echiodon exsilium,Species,valid,165114
172375,Diplospinus,Genus,valid,172354
164790,Merluccius,Genus,valid,550571
172163,Microdesmus,Genus,valid,636572
167302,Leptocottus armatus,Species,valid,167301
556078,Pterygioteuthis gemmata,Species,valid,82404
166340,Trachipterus,Genus,valid,166339
162163,Gonostomatidae,Family,valid,553151
98055,Pleuroncodes,Genus,invalid,0
168741,Naucrates,Genus,valid,1228113
166762,Sebastes semicinctus,Species,valid,166705
164654,Ceratias,Genus,valid,164653
646729,Aphanopodinae,Subfamily,valid,172378
621021,Inopsetta ischyra,Species,invalid,0
169238,Cynoscion,Genus,valid,169237
644835,Lestidium bigelowi,Species,valid,162464
172368,Nealotus tripes,Species,valid,172367
172554,Nomeus gronovii,Species,valid,172553
166462,Syngnathus leptorhynchus,Species,valid,166444
169520,Hermosilla azurea,Species,valid,169519
167267,Enophrys bison,Species,valid,167266
630683,Odontesthes regia,Species,valid,630609
172581,Tetragonurus atlanticus,Species,valid,172579
165546,Belonidae,Family,valid,645100
171637,Pholis,Genus,valid,171632
166782,Sebastolobus,Genus,valid,166704
171465,Alloclinus holderi,Species,valid,171464
553159,Trachichthyoidei,Suborder,valid,166083
89787,Malacostraca,Class,valid,1227977
82590,Octopodidae,Family,valid,555712
167365,Synchirus gilli,Species,valid,167364
172546,Cubiceps pauciradiatus,Species,valid,172545
914180,Chondrichthyes,Superclass,valid,914179
172978,Glyptocephalus zachirus,Species,valid,172872
630582,Atherinopsinae,Subfamily,valid,630579
553127,Aulopiformes,Order,valid,553122
573102,Chiroteuthis (Chirothauma),Subgenus,valid,82548
555782,Megalocranchia,Genus,valid,555741
171155,Hypsoblennius,Genus,valid,171124
172484,Luvarus,Genus,valid,172483
169257,Genyonemus lineatus,Species,valid,169256
556014,Nototodarus hawaiiensis,Species,valid,555799
623625,Lipolagus ochotensis,Species,valid,623321
164997,Cherublemma,Genus,valid,622724
161118,Albuloidei,Suborder,valid,553134
172565,Peprilus simillimus,Species,valid,172564
553157,Belonoidei,Suborder,valid,553128
172564,Peprilus,Genus,valid,172563
82683,Argonauta argo,Species,valid,82681
635769,Saccopharynx lavenbergi,Species,valid,161645
623694,Myctophinae,Subfamily,valid,162575
166798,Pontinus,Genus,valid,166704
635341,Chiloconger,Genus,valid,635309
555797,Sthenoteuthis,Genus,valid,555745
165522,Parexocoetus brachypterus,Species,valid,165521
170597,Oxyjulis californica,Species,valid,170596
551142,Lepidopus calcar,Species,valid,172390
162584,Diaphus theta,Species,valid,162583
169362,Seriphus politus,Species,valid,169361
167447,Bothragonus swani,Species,invalid,0
1054458,Moloidei,Suborder,valid,173112
166710,Sebastes babcocki,Species,valid,166705
555795,Eucleoteuthis,Genus,valid,555745
171761,Lepidogobius,Genus,valid,171746
166151,Anoplogaster,Genus,valid,633879
646100,Tetraodontinae,Subfamily,valid,173283
162301,Idiacanthus antrostomus,Species,valid,162299
166736,Sebastes proriger,Species,valid,166705
161106,Elopomorpha,Superorder,valid,161105
172743,Paralichthys californicus,Species,valid,172734
614109,Polylepion cruentum,Species,valid,170688
166130,Berycoidei,Suborder,valid,166083
172509,Icichthys,Genus,valid,172508
644709,Rosenblattichthys hubbsi,Species,valid,644679
623321,Lipolagus,Genus,valid,162080
170079,Chromis,Genus,valid,170044
167459,Odontopyxis,Genus,valid,167426
159785,Chondrichthyes,Class,valid,914180
623139,Mesobius berryi,Species,valid,622744
170292,Brama dussumieri,Species,valid,170288
573109,Chiroteuthis (Chiroteuthis),Subgenus,valid,82548
161107,Elopiformes,Order,valid,161106
96105,Pleocyemata,Suborder,valid,95599
635389,Congriscus,Genus,valid,635310
615870,Diodon eydouxii,Species,valid,173390
623748,Benthosema panamense,Species,valid,162679
171917,Dormitator,Genus,valid,172171
172455,Auxis rochei,Species,valid,172454
82370,Loligo,Genus,valid,82369
171747,Clevelandia,Genus,valid,171746
167559,Liparis florae,Species,valid,167550
161747,Opisthonema,Genus,valid,551153
550571,Merlucciinae,Subfamily,valid,164789
164411,Batrachoidiformes,Order,valid,164385
166108,Poromitra crassiceps,Species,valid,166107
164718,Microgadus,Genus,valid,550569
166972,Triglidae,Family,valid,166703
623317,Bathylagoides,Genus,valid,162080
82676,Ocythoidae,Family,valid,555712
572640,Engraulinae,Subfamily,valid,553173
623875,Hygophum reinhardtii,Species,valid,162692
164670,Moridae,Family,valid,164665
622321,Chauliodontinae,Subfamily,valid,162282
573115,Leachia (Pyrgopsis),Subgenus,valid,555778
171184,Entomacrodus chiostictus,Species,valid,171166
168676,Selar,Genus,valid,1228110
171910,Quietula y-cauda,Species,valid,171909
168620,Caranx sexfasciatus,Species,valid,168605
623699,Nannobrachium,Genus,valid,623695
165005,Chilara,Genus,valid,622724
160829,Torpedinidae,Family,valid,649684
171086,Chiasmodon niger,Species,valid,171085
635690,Ariosoma marginatum,Species,valid,161343
169610,Centropyge,Genus,valid,553237
167570,Liparis mucosus,Species,valid,167550
167123,Anoplopoma fimbria,Species,valid,167122
161614,Avocettina,Genus,valid,161612
164711,Gadus macrocephalus,Species,valid,164710
162219,Argyropelecus hemigymnus,Species,valid,162213
551340,Engraulis ringens,Species,valid,161827
95512,Euphausia diomedeae,Species,valid,95501
167414,Psychrolutes phrictus,Species,valid,167411
165006,Chilara taylori,Species,valid,165005
162464,Lestidium,Genus,valid,162463
166351,Desmodema lorum,Species,valid,166349
162575,Myctophidae,Family,valid,162368
172397,Assurger anzac,Species,valid,172396
623722,Ceratoscopelus warmingii,Species,valid,162576
623832,Lampanyctus parvicauda,Species,valid,162632
622095,Myripristinae,Subfamily,valid,166170
623188,Cryptopsaras couesii,Species,valid,164656
95510,Euphausia eximia,Species,valid,95501
616289,Citharichthys gilberti,Species,valid,172715
168789,Coryphaenidae,Family,valid,167641
162296,Photonectes margarita,Species,valid,162295
172376,Diplospinus multistriatus,Species,valid,172375
161142,Neoconger,Genus,valid,161136
172917,Lepidopsetta bilineata,Species,valid,172879
161878,Encrasicholina,Genus,valid,572640
166732,Sebastes nigrocinctus,Species,valid,166705
165429,Atheriniformes,Order,valid,166082
170425,Sphyraena,Genus,valid,170424
82664,Alloposidae,Family,valid,555712
162221,Argyropelecus sladeni,Species,valid,162213
551209,Clupea pallasii,Species,valid,161721
635878,Avocettina bowersi,Species,invalid,0
172399,Euthynnus,Genus,valid,638252
162227,Sternoptyx diaphana,Species,valid,162226
82557,Mastigoteuthidae,Family,valid,82390
168890,Lutjanus novemfasciatus,Species,valid,168846
164745,Melanonus,Genus,valid,550564
162524,Alepisaurus,Genus,valid,162523
555739,Sepiolinae,Subfamily,valid,82335
169521,Medialuna,Genus,valid,645323
646731,Trichiurinae,Subfamily,valid,172378
82658,Eledonella pygmaea,Species,valid,82657
171918,Dormitator latifrons,Species,valid,171917
173112,Tetraodontiformes,Order,valid,166082
553138,Stomiiformes,Order,valid,553121
622698,Ichthyococcus irregularis,Species,valid,162198
82551,Chiroteuthis calyx,Species,valid,573109
172456,Auxis thazard,Species,valid,172454
171914,Typhlogobius californiensis,Species,valid,171913
553179,Paralichthyidae,Family,valid,172707
169407,Mulloidichthys,Genus,valid,169406
162348,Bajacalifornia,Genus,valid,162303
161624,Nemichthys scolopaceus,Species,valid,161621
644716,Uncisudis quadrimaculata,Species,valid,162517
162226,Sternoptyx,Genus,valid,622315
553195,Microstomatidae,Family,valid,623273
164573,Ogcocephalidae,Family,valid,622713
615993,Perissias,Genus,valid,172714
162168,Cyclothone signata,Species,valid,162164
171427,Paraclinus,Genus,valid,553227
553181,Chlopsidae,Family,valid,553142
616374,Etropus peruvianus,Species,valid,172728
172944,Hypsopsetta,Genus,valid,615946
550687,Bregmaceros bathymaster,Species,valid,164695
164719,Microgadus proximus,Species,valid,164718
623030,Laemonema verecundum,Species,valid,164674
162057,Argentinidae,Family,valid,623273
171909,Quietula,Genus,valid,171746
164385,Paracanthopterygii,Superorder,valid,161105
95563,Stylocheiron carinatum,Species,valid,95556
162243,Bathophilus,Genus,valid,622318
168845,Lutjanidae,Family,valid,167641
167431,Agonopsis sterletus,Species,valid,167427
166744,Sebastes zacentrus,Species,valid,166705
165510,Fodiator,Genus,valid,165431
172451,Acanthocybium solandri,Species,valid,172450
167218,Ascelichthys rhodorus,Species,valid,167217
641836,Howellidae,Family,valid,167641
95586,Thysanopoda orientalis,Species,valid,95582
164998,Cherublemma emmelas,Species,valid,164997
161604,Serrivomer,Genus,valid,161603
171663,Icosteus aenigmaticus,Species,valid,171662
164933,Lamprogrammus niger,Species,valid,164932
82443,Onykia,Genus,valid,82436
166761,Sebastes rufus,Species,valid,166705
172305,Ctenochaetus,Genus,valid,172250
171967,Gillichthys mirabilis,Species,valid,171966
162728,Notolychnus,Genus,valid,623695
555803,Pyroteuthis,Genus,valid,555715
162517,Uncisudis,Genus,valid,162463
171206,Plagiotremus,Genus,valid,171124
553217,Epigonidae,Family,valid,167641
637280,Erotelis armiger,Species,valid,171877
616306,Cyclopsetta panamensis,Species,valid,172775
167115,Ophiodon,Genus,valid,167108
172363,Ruvettus,Genus,valid,172354
162536,Coccorella,Genus,valid,162535
82547,Chiroteuthidae,Family,valid,82390
164821,Brotula clarkae,Species,valid,164817
172865,Embassichthys,Genus,valid,615946
642032,Pseudaminae,Subfamily,valid,168196
166723,Sebastes helvomaculatus,Species,valid,166705
161693,Clupeomorpha,Superorder,valid,161105
95557,Stylocheiron longicorne,Species,valid,95556
172411,Scomber,Genus,valid,638253
162350,Bajacalifornia burragei,Species,valid,162348
171889,Gobulus,Genus,valid,171746
168820,Caristiidae,Family,valid,167641
166703,Scorpaenoidei,Suborder,valid,166702
82371,Loligo opalescens,Species,valid,82370
161119,Albulidae,Family,valid,161118
165295,Melanostigma pammelas,Species,valid,165294
171661,Icosteidae,Family,valid,171660
164746,Melanonus zugmayeri,Species,valid,164745
166993,Prionotus ruscarius,Species,valid,166973
162290,Stomias atriventer,Species,valid,162286
636573,Ptereleotrinae,Subfamily,valid,172161
165114,Echiodon,Genus,valid,622721
622505,Astronesthes gibbsi,Species,valid,162234
616354,Engyophrys sanctilaurentii,Species,valid,172778
162673,Tarletonbeania crenularis,Species,valid,162672
165608,Cololabis,Genus,valid,165607
553237,Pomacanthidae,Family,valid,167641
162198,Ichthyococcus,Genus,valid,622313
162476,Lestidiops,Genus,valid,162463
633892,Parapercis schauinslandi,Species,invalid,0
82527,Ommastrephes bartramii,Species,valid,82525
167675,Anthiinae,Subfamily,valid,167674
167337,Paricelinus,Genus,valid,167196
168851,Lutjanus argentiventris,Species,valid,168846
635762,Serrivomer beanii,Species,valid,161604
162109,Bathylychnops exilis,Species,valid,162108
173113,Balistoidei,Suborder,valid,173112
161061,Actinopterygii,Superclass,valid,914179
166767,Sebastes carnatus,Species,valid,166705
165548,Ablennes hians,Species,valid,165547
166720,Sebastes flavidus,Species,valid,166705
172867,Eopsetta,Genus,valid,615938
161157,Chlopsis,Genus,valid,553181
171396,Clinidae,Family,valid,171123
162182,Gonostoma,Genus,valid,162163
556080,Chiroteuthis imperator,Species,valid,573102
616481,Syacium ovale,Species,valid,172790
622342,Sigmops,Genus,valid,162163
633885,Myripristis leiognathos,Species,invalid,0
48738,Cnidaria,Phylum,valid,202423
170494,Bodianus diplotaenia,Species,valid,170482
644691,Magnisudis atlantica,Species,valid,644673
166760,Sebastes rubrivinctus,Species,valid,166705
95561,Stylocheiron abbreviatum,Species,valid,95556
171745,Gobioidei,Suborder,valid,167640
171903,Lythrypnus zebra,Species,valid,171898
170764,Iniistius,Genus,valid,170477
573103,Abralia (Heterabralia),Subgenus,valid,82406
635484,Neoconger vermiformis,Species,valid,161142
637146,Clarkichthys bilineatus,Species,valid,636625
553232,Amarsipidae,Family,valid,172507
171063,Kathetostoma averruncus,Species,valid,171060
82442,Onychoteuthis borealijaponicus,Species,valid,82439
166443,Syngnathidae,Family,valid,166438
643392,Pseudogramma thaumasium,Species,valid,167999
173249,Ostracion,Genus,valid,173235
166748,Sebastes chlorostictus,Species,valid,166705
167410,Psychrolutidae,Family,valid,643429
82514,Ommastrephidae,Family,valid,82390
171877,Erotelis,Genus,valid,172171
172859,Pleuronectidae,Family,valid,172707
170511,Halichoeres semicinctus,Species,valid,170501
170688,Polylepion,Genus,valid,170477
553151,Gonostomatoidei,Suborder,valid,553138
170336,Mugil curema,Species,valid,170334
95547,Nyctiphanes,Genus,valid,95500
162239,Borostomias,Genus,valid,622316
615944,Psettichthyini,Tribe,valid,615941
172483,Luvaridae,Family,valid,172249
168192,Pristigenys serrula,Species,valid,168188
169522,Medialuna californiensis,Species,valid,169521
644693,Uncisudis advena,Species,valid,162517
164710,Gadus,Genus,valid,550569
167837,Paranthias,Genus,valid,643094
161469,Ophichthus zophochir,Species,valid,161458
162586,Diaphus anderseni,Species,valid,162583
166257,Sargocentron,Genus,valid,622094
645100,Scomberesocoidea,Superfamily,valid,553157
164413,Porichthys,Genus,valid,622730
167332,Oligocottus,Genus,valid,167196
169014,Eucinostomus,Genus,valid,169013
162570,Scopelosaurus hoedti,Species,valid,162565
553172,Hemiramphidae,Family,valid,645099
95558,Stylocheiron maximum,Species,valid,95556
166771,Sebastes rosenblatti,Species,valid,166705
171633,Apodichthys,Genus,valid,171632
168679,Selene,Genus,valid,1228110
167832,Paralabrax clathratus,Species,valid,167830
690540,Lophodolos indicus,Species,valid,622771
95507,Euphausia tenera,Species,valid,95501
645322,Girellinae,Subfamily,valid,169503
646730,Lepidopodinae,Subfamily,valid,172378
162274,Aristostomias scintillans,Species,valid,162273
616489,Symphurus elongatus,Species,valid,173061
169527,Sectator ocyurus,Species,valid,169525
164495,Lophiiformes,Order,valid,164385
166716,Sebastes diploproa,Species,valid,166705
168196,Apogonidae,Family,valid,167641
167212,Artedius fenestralis,Species,valid,167211
172166,Gunnellichthys,Genus,valid,636572
614667,Nicholsina denticulata,Species,valid,170859
166733,Sebastes paucispinis,Species,valid,166705
553122,Cyclosquamata,Superorder,valid,161105
635308,Heterocongrinae,Subfamily,valid,161324
623322,Pseudobathylagus,Genus,valid,162080
556232,Liguriella podophthalma,Species,valid,555781
165504,Euleptorhamphus viridis,Species,valid,165502
169555,Chaetodon,Genus,valid,169554
553128,Beloniformes,Order,valid,166082
172945,Hypsopsetta guttulata,Species,valid,172944
644721,Benthalbella linguidens,Species,valid,162549
173283,Tetraodontidae,Family,valid,173282
573111,Enoploteuthis (Paraenoploteuthis),Subgenus,valid,82396
164625,Oneirodidae,Family,valid,622712
171084,Chiasmodontidae,Family,valid,170913
169117,Xenistius,Genus,valid,169055
553141,Notacanthoidei,Suborder,valid,553134
167471,Stellerina,Genus,valid,167426
164838,Lepophidium stigmatistium,Species,valid,164823
171398,Gibbonsia metzi,Species,valid,171397
167129,Zaniolepis frenata,Species,valid,167127
162672,Tarletonbeania,Genus,valid,623694
551495,Macroramphosus,Genus,valid,644842
173255,Lactoria fornasini,Species,valid,173271
622097,Diretmoides,Genus,valid,166131
167466,Xeneretmus,Genus,valid,167426
164898,Cataetyx,Genus,valid,622726
170310,Taractichthys,Genus,valid,170287
160830,Torpedo,Genus,valid,160829
169076,Orthopristis,Genus,valid,169055
161304,Facciolella gilberti,Species,invalid,0
169406,Mullidae,Family,valid,167641
171913,Typhlogobius,Genus,valid,171746
623743,Nannobrachium idostigma,Species,valid,623699
166764,Sebastes serriceps,Species,valid,166705
162211,Woodsia nonsuchae,Species,valid,162209
166115,Scopelogadus,Genus,valid,166092
162295,Photonectes,Genus,valid,622318
82425,Gonatus onyx,Species,valid,82418
95599,Decapoda,Order,valid,95495
162093,Microstoma,Genus,valid,553195
82431,Octopoteuthidae,Family,valid,82390
172929,Reinhardtius,Genus,valid,615937
182885,Lampanyctus omostigma,Species,valid,162632
170334,Mugil,Genus,valid,170333
622732,Antennariinae,Subfamily,valid,164518
164570,Chaunax,Genus,valid,164569
165609,Cololabis saira,Species,valid,165608
167352,Scorpaenichthys,Genus,valid,167196
555712,Incirrina,Suborder,valid,82589
555740,Cranchiinae,Subfamily,valid,82575
82404,Pterygioteuthis,Genus,valid,555715
553145,Osmeroidei,Suborder,valid,553133
644576,Sebastes dallii,Species,valid,166705
555746,Todarodinae,Subfamily,valid,82514
171159,Hypsoblennius gilberti,Species,valid,171155
166811,Scorpaena,Genus,valid,166704
162181,Diplophos taenia,Species,valid,162179
914179,Gnathostomata,Infraphylum,valid,331030
166358,Stylephoridae,Family,valid,638685
166722,Sebastes goodei,Species,valid,166705
172171,Eleotridae,Family,valid,171745
622907,Borophryne apogon,Species,valid,622778
645099,Exocoetoidea,Superfamily,valid,553157
165528,Prognichthys sealei,Species,valid,165523
165612,Scomberesox saurus,Species,valid,165611
635931,Congriscus megastomus,Species,valid,635389
170567,Thalassoma,Genus,valid,170477
173252,Ostracion meleagris,Species,valid,173249
171080,Champsodontidae,Family,valid,170913
635714,Gnathophis cinctus,Species,valid,161359
162766,Triphoturus mexicanus,Species,valid,162765
164611,Melanocetidae,Family,valid,622712
51267,Velella velella,Species,valid,51265
167347,Radulinus asprellus,Species,valid,167346
556021,Abralia trigonura,Species,valid,573103
1171578,Lamprimorpha,Superorder,valid,161105
161862,Cetengraulis mysticetus,Species,valid,161860
164661,Linophrynidae,Family,valid,622712
162541,Evermannella,Genus,valid,162535
165502,Euleptorhamphus,Genus,valid,645104
164635,Dolopichthys,Genus,valid,164625
622727,Brosmophycinae,Subfamily,valid,165140
172822,Parabothus,Genus,valid,172714
172555,Psenes,Genus,valid,172535
82330,Coleoidea,Subclass,valid,82326
635306,Myrophinae,Subfamily,valid,161419
82677,Ocythoe,Genus,valid,82676
172871,Lyopsetta exilis,Species,valid,172885
556017,Onychoteuthis compacta,Species,valid,82439
164665,Gadiformes,Order,valid,164385
635754,Hoplunnis sicarius,Species,valid,161289
162167,Cyclothone pallida,Species,valid,162164
82548,Chiroteuthis,Genus,valid,82547
172553,Nomeus,Genus,valid,172535
167572,Liparis pulchellus,Species,valid,167550
166412,Aulostomus chinensis,Species,valid,166410
635695,Paraconger californiensis,Species,valid,161368
1054459,Ostracioidei,Suborder,valid,173112
556836,Leachia dislocata,Species,invalid,0
170044,Pomacentridae,Family,valid,170476
162515,Lestrolepis,Genus,valid,162463
168600,Alectis,Genus,valid,1228110
622712,Ceratioidea,Superfamily,valid,553153
165332,Macrouridae,Family,valid,164665
161185,Gymnothorax,Genus,valid,635303
98056,Pleuroncodes planipes,Species,invalid,0
167122,Anoplopoma,Genus,valid,167121
638251,Scomberomorini,Tribe,valid,638248
171592,Plectobranchus evides,Species,valid,171591
167428,Agonopsis vulsa,Species,valid,167427
646452,Canthidermis maculatus,Species,invalid,0
170446,Polydactylus,Genus,valid,170445
169080,Anisotremus,Genus,valid,169055
172879,Lepidopsetta,Genus,valid,615946
166457,Syngnathus californiensis,Species,valid,166444
638685,Lampriformes,Order,valid,1171578
164839,Ophidion,Genus,valid,622724
95546,Nematoscelis gracilis,Species,valid,95539
166349,Desmodema,Genus,valid,166339
167472,Stellerina xyosterna,Species,valid,167471
718924,Hydroidolina,Subclass,valid,48739
623790,Diaphus pacificus,Species,valid,162583
615939,Lyopsettinae,Subfamily,valid,172859
169358,Cheilotrema saturnum,Species,valid,169357
644687,Arctozenus risso,Species,valid,162469
162095,Leuroglossus,Genus,valid,162080
170309,Pteraclis aesticola,Species,valid,170307
551113,Paranthias colonus,Species,valid,167837
168714,Trachinotus paitensis,Species,valid,168707
167674,Serranidae,Family,valid,167641
172361,Lepidocybium,Genus,valid,172354
171899,Lythrypnus dalli,Species,valid,171898
161743,Etrumeus teres,Species,valid,161742
623659,Mirorictus taningi,Species,valid,623290
182855,Bathylagus nigrigenys,Species,invalid,0
95496,Euphausiacea,Order,valid,95495
161194,Gymnothorax mordax,Species,valid,161185
160833,Torpedo californica,Species,valid,160830
82696,Arthropoda,Phylum,valid,914158
172580,Tetragonurus cuvieri,Species,valid,172579
162664,Stenobrachius leucopsarus,Species,valid,162663
622713,Ogcocephalioidea,Superfamily,valid,553153
622645,Opostomias mitsuii,Species,valid,622334
914155,Protostomia,Infrakingdom,valid,914154
95524,Euphausia distinguenda,Species,valid,95501
168846,Lutjanus,Genus,valid,643065
553226,Pinguipedidae,Family,valid,170913
167346,Radulinus,Genus,valid,167196
161631,Cyema,Genus,valid,161630
166758,Sebastes phillipsi,Species,valid,166705
331030,Vertebrata,Subphylum,valid,158852
169387,Atractoscion nobilis,Species,valid,169386
166404,Aulorhynchus flavidus,Species,valid,166403
637628,Microdesmus multiradiatus,Species,valid,172163
622867,Coryphaenoides leptolepis,Species,valid,165333
95551,Nyctiphanes simplex,Species,valid,95547
171475,Heterostichus,Genus,valid,171396
615946,Microstomini,Tribe,valid,615941
164522,Antennarius,Genus,valid,622732
172885,Lyopsetta,Genus,valid,615939
162725,Myctophum spinosum,Species,valid,162719
170628,Pseudocheilinus,Genus,valid,170477
162244,Bathophilus flemingi,Species,valid,162243
168672,Oligoplites,Genus,valid,1228112
644829,Stemonosudis elegans,Species,valid,162501
167550,Liparis,Genus,valid,555701
168197,Apogon,Genus,valid,642031
623873,Triphoturus nigrescens,Species,valid,162765
641997,Seriola peruana,Species,valid,168688
649603,Cetomimoidea,Superfamily,valid,553140
95502,Euphausia pacifica,Species,valid,95501
170252,Cheilodactylidae,Family,valid,167641
166754,Sebastes levis,Species,valid,166705
165570,Tylosurus,Genus,valid,165546
172775,Cyclopsetta,Genus,valid,553179
165519,Oxyporhamphus,Genus,valid,645104
623871,Symbolophorus californiensis,Species,valid,162666
161599,Derichthyidae,Family,valid,553143
169540,Chaetodipterus zonatus,Species,valid,169538
644724,Lestidiops neles,Species,valid,162476
171037,Gillellus,Genus,valid,171036
642535,Amarsipus carlsbergi,Species,valid,642446
170951,Ronquilus jordani,Species,valid,170950
167196,Cottidae,Family,valid,643429
162549,Benthalbella,Genus,valid,162548
555779,Liocranchia,Genus,valid,555740
644665,Synodontoidei,Suborder,valid,553127
162229,Margrethia,Genus,valid,162163
169361,Seriphus,Genus,valid,169237
97964,Galatheidae,Family,valid,206948
172878,Isopsetta,Genus,valid,615945
169519,Hermosilla,Genus,valid,645318
171166,Entomacrodus,Genus,valid,171124
82653,Bolitaenidae,Family,valid,555712
165509,Exocoetus monocirrhus,Species,valid,165506
202423,Animalia,Kingdom,valid,0
555832,Drechselia,Genus,valid,555740
644371,Pontinus sierra,Species,valid,166798
615940,Hippoglossoidinae,Subfamily,valid,172859
172800,Xystreurys liolepis,Species,valid,172799
165432,Cypselurus,Genus,valid,165431
167185,Cottoidei,Suborder,valid,166702
553123,Scopelomorpha,Superorder,valid,161105
95556,Stylocheiron,Genus,valid,95500
95543,Nematoscelis tenella,Species,valid,95539
162305,Sagamichthys abei,Species,valid,162304
172393,Lepidopus fitchi,Species,valid,172390
170953,Rathbunella alleni,Species,valid,170952
162469,Arctozenus,Genus,valid,162463
622317,Stomiinae,Subfamily,valid,162282
182865,Vinciguerria lucetia,Species,valid,162192
170913,Trachinoidei,Suborder,valid,167640
168605,Caranx,Genus,valid,1228110
206948,Galatheoidea,Superfamily,valid,97698
203428,Monacanthidae,Family,valid,173113
168821,Caristius,Genus,valid,168820
82657,Eledonella,Genus,valid,82653
